TransactionID,Date,CustomerID,CustomerName,CustomerCity,CustomerCountry,ProductID,ProductName,ProductCategory,ProductSubcategory,UnitPrice,Quantity,TotalAmount
T004805,2023-09-01,C0385,William Thompson,New York,Germany,P0292,Smart Laptop,Sports & Outdoors,Cycling,183.91,2,367.82
T004806,2023-09-12,C0519,William Thompson,Houston,Canada,P0011,Wireless Tablet,Home & Garden,Decor,601.51,4,2406.04
T004807,2023-12-03,C0523,Jane Taylor,San Antonio,Spain,P0204,Wireless Speaker,Electronics,Audio,818.22,1,818.22
T004808,2023-07-12,C0246,John Johnson,Philadelphia,UK,P0018,Smart Keyboard,Clothing,Children's,909.83,5,4549.15
T004809,2023-12-09,C0639,Robert Brown,Phoenix,Spain,P0087,Super Monitor,Electronics,Smartphones,678.79,4,2715.16
T004810,2023-07-28,C0046,Robert Anderson,San Antonio,Brazil,P0028,Eco-friendly Tablet,Books,Fiction,535.17,2,1070.34
T004811,2023-07-31,C0312,Robert Brown,Chicago,Canada,P0249,Premium Smartwatch,Home & Garden,Kitchenware,477.06,4,1908.24
T004812,2023-06-26,C0829,Robert Brown,Philadelphia,UK,P0076,Smart Mouse,Books,Fiction,719.73,2,1439.46
T004813,2023-04-28,C0812,Robert Miller,Chicago,Germany,P0023,Deluxe Keyboard,Clothing,Men's,507.18,5,2535.9
T004814,2023-06-04,C0570,John Wilson,Philadelphia,Brazil,P0334,Portable Headphones,Sports & Outdoors,Fitness,983.82,1,983.82
T004815,2023-02-10,C0170,John Brown,Houston,UK,P0472,Super Smartwatch,Books,Magazines,533.73,1,533.73
T004816,2023-04-09,C0038,David Smith,San Jose,UK,P0462,Eco-friendly Camera,Electronics,Smartphones,622.88,1,622.88
T004817,2023-12-11,C0181,Robert Wilson,Los Angeles,Canada,P0459,Ultra Speaker,Electronics,Smartphones,603.53,3,1810.59
T004818,2023-03-26,C0855,Jane Davis,Los Angeles,France,P0462,Deluxe Camera,Sports & Outdoors,Fitness,648.66,3,1945.98
T004819,2023-10-04,C0290,Jane Smith,Phoenix,Japan,P0404,Super Speaker,Electronics,Computers,704.67,5,3523.35
T004820,2023-12-18,C0351,Michael Wilson,San Diego,France,P0131,Super Speaker,Sports & Outdoors,Water Sports,603.71,1,603.71
T004821,2023-05-26,C0886,William Johnson,San Jose,Japan,P0259,Wireless Keyboard,Home & Garden,Garden,114.78,4,459.12
T004822,2023-07-03,C0236,Michael Brown,Philadelphia,Brazil,P0286,Deluxe Tablet,Sports & Outdoors,Team Sports,95.13,3,285.39
T004823,2023-09-22,C0965,Lisa Wilson,Dallas,Australia,P0338,Super Tablet,Books,Non-fiction,538.72,2,1077.44
T004824,2023-09-16,C0577,Robert Wilson,Philadelphia,Japan,P0152,Wireless Laptop,Electronics,Smartphones,892.57,2,1785.14
T004825,2023-01-02,C0472,Michael Wilson,Dallas,Mexico,P0492,Eco-friendly Smartphone,Sports & Outdoors,Fitness,990.65,4,3962.6
T004826,2023-03-26,C0158,Lisa Wilson,San Diego,Japan,P0474,Portable Keyboard,Books,Children's Books,476.02,4,1904.08
T004827,2023-11-22,C0363,Robert Anderson,New York,Spain,P0064,Ultra Laptop,Sports & Outdoors,Fitness,80.68,3,242.04
T004828,2023-07-19,C0632,Sarah Moore,Chicago,UK,P0082,Eco-friendly Mouse,Books,Textbooks,876.92,5,4384.6
T004829,2023-09-27,C0149,Mary Moore,San Jose,Japan,P0095,Smart Smartphone,Sports & Outdoors,Cycling,642.64,1,642.64
T004830,2023-11-10,C0032,Jane Taylor,San Diego,Brazil,P0205,Wireless Mouse,Clothing,Children's,442.94,3,1328.82
T004831,2023-03-12,C0905,Robert Brown,San Antonio,France,P0051,Deluxe Speaker,Books,Non-fiction,305.18,4,1220.72
T004832,2023-01-01,C0161,Mary Smith,Dallas,Mexico,P0385,Eco-friendly Laptop,Clothing,Women's,43.09,3,129.27
T004833,2023-03-16,C0705,Jane Miller,Phoenix,USA,P0049,Smart Camera,Electronics,Audio,582.21,5,2911.05
T004834,2023-09-22,C0811,Lisa Taylor,Philadelphia,Spain,P0225,Wireless Tablet,Books,Children's Books,136.96,1,136.96
T004835,2023-03-12,C0419,Michael Davis,Los Angeles,Mexico,P0186,Deluxe Laptop,Books,Magazines,53.42,2,106.84
T004836,2023-10-18,C0343,William Thompson,New York,UK,P0476,Basic Smartphone,Electronics,Computers,669.51,5,3347.55
T004837,2023-02-13,C0773,Jane Thompson,Philadelphia,Brazil,P0301,Portable Smartphone,Clothing,Women's,564.77,4,2259.08
T004838,2023-12-30,C0211,Robert Smith,Philadelphia,USA,P0419,Basic Camera,Home & Garden,Decor,802.4,5,4012.0
T004839,2023-01-25,C0454,David Miller,Chicago,Canada,P0204,Portable Speaker,Books,Magazines,90.0,2,180.0
T004840,2023-01-13,C0017,John Davis,Chicago,UK,P0110,Wireless Smartphone,Home & Garden,Kitchenware,341.12,3,1023.36
T004841,2023-08-18,C0482,William Wilson,Philadelphia,Mexico,P0468,Ergonomic Speaker,Clothing,Accessories,382.64,1,382.64
T004842,2023-11-23,C0518,Sarah Anderson,New York,UK,P0304,Basic Monitor,Electronics,Smartphones,413.68,5,2068.4
T004843,2023-08-27,C0661,David Moore,Los Angeles,France,P0107,Deluxe Headphones,Sports & Outdoors,Camping,318.91,4,1275.64
T004844,2023-03-06,C0147,Emily Thompson,Houston,Germany,P0305,Smart Headphones,Home & Garden,Decor,824.05,4,3296.2
T004845,2023-12-14,C0647,Jane Smith,New York,UK,P0073,Portable Camera,Home & Garden,Kitchenware,123.27,4,493.08
T004846,2023-03-16,C0849,Lisa Wilson,Dallas,Germany,P0272,Ultra Laptop,Clothing,Women's,475.35,2,950.7
T004847,2023-01-31,C0392,John Wilson,New York,Mexico,P0148,Premium Laptop,Sports & Outdoors,Fitness,729.77,3,2189.31
T004848,2023-01-25,C0386,Jane Thompson,Houston,Canada,P0349,Wireless Laptop,Clothing,Women's,342.41,5,1712.05
T004849,2023-11-04,C0914,Lisa Moore,Phoenix,France,P0305,Ultra Tablet,Sports & Outdoors,Camping,306.95,3,920.85
T004850,2023-12-31,C0948,Emily Miller,New York,Australia,P0407,Ergonomic Smartphone,Books,Fiction,456.22,3,1368.66
T004851,2023-07-04,C0424,Sarah Johnson,San Jose,USA,P0490,Deluxe Smartphone,Electronics,Audio,246.94,2,493.88
T004852,2023-10-27,C0525,John Brown,San Diego,Germany,P0202,Premium Smartwatch,Electronics,Computers,960.54,1,960.54
T004853,2023-06-11,C0548,John Davis,Philadelphia,USA,P0338,Basic Speaker,Sports & Outdoors,Team Sports,373.08,1,373.08
T004854,2023-08-14,C0365,William Brown,San Antonio,Mexico,P0008,Eco-friendly Speaker,Sports & Outdoors,Water Sports,702.1,3,2106.3
T004855,2023-03-19,C0560,John Thompson,Phoenix,Australia,P0483,Premium Smartphone,Home & Garden,Furniture,94.39,3,283.17
T004856,2023-08-16,C0186,Mary Brown,Philadelphia,Japan,P0208,Ultra Keyboard,Sports & Outdoors,Cycling,981.47,1,981.47
T004857,2023-12-29,C0762,Emily Wilson,Phoenix,Canada,P0034,Eco-friendly Smartwatch,Sports & Outdoors,Fitness,747.89,5,3739.45
T004858,2023-09-08,C0967,Sarah Brown,Philadelphia,Spain,P0148,Premium Laptop,Electronics,Computers,290.24,1,290.24
T004859,2023-06-02,C0471,Lisa Wilson,Los Angeles,Germany,P0407,Eco-friendly Speaker,Clothing,Men's,819.09,4,3276.36
T004860,2023-02-24,C0413,Sarah Taylor,Chicago,Canada,P0262,Portable Headphones,Home & Garden,Decor,540.38,4,2161.52
T004861,2023-12-08,C0075,David Wilson,Dallas,France,P0332,Smart Speaker,Home & Garden,Bedding,719.83,2,1439.66
T004862,2023-07-10,C0760,Lisa Thompson,Chicago,Japan,P0091,Eco-friendly Monitor,Electronics,Smartphones,305.08,2,610.16
T004863,2023-02-21,C0862,Jane Brown,San Jose,Brazil,P0419,Portable Tablet,Books,Fiction,726.24,5,3631.2
T004864,2023-09-19,C0260,Jane Davis,San Jose,USA,P0001,Ultra Smartphone,Sports & Outdoors,Camping,499.2,3,1497.6
T004865,2023-11-07,C0236,Lisa Miller,Houston,USA,P0316,Ergonomic Headphones,Sports & Outdoors,Camping,279.62,1,279.62
T004866,2023-03-04,C0015,Emily Thompson,San Antonio,Japan,P0369,Super Headphones,Clothing,Women's,26.98,3,80.94
T004867,2023-05-31,C0887,Lisa Moore,Dallas,USA,P0120,Portable Headphones,Sports & Outdoors,Camping,665.4,2,1330.8
T004868,2023-01-19,C0122,David Moore,Chicago,Canada,P0150,Eco-friendly Speaker,Sports & Outdoors,Water Sports,345.42,5,1727.1
T004869,2023-03-16,C0321,Jane Miller,New York,Australia,P0006,Basic Laptop,Clothing,Accessories,92.48,3,277.44
T004870,2023-08-04,C0567,Emily Taylor,Los Angeles,France,P0290,Ergonomic Mouse,Clothing,Men's,737.74,4,2950.96
T004871,2023-04-04,C0759,John Davis,Chicago,France,P0159,Basic Speaker,Sports & Outdoors,Team Sports,914.55,2,1829.1
T004872,2023-05-17,C0621,David Wilson,Chicago,France,P0168,Super Keyboard,Sports & Outdoors,Team Sports,500.58,2,1001.16
T004873,2023-05-14,C0182,David Miller,Philadelphia,Australia,P0219,Deluxe Smartwatch,Electronics,Computers,732.47,3,2197.41
T004874,2023-03-23,C0050,John Wilson,New York,Brazil,P0432,Eco-friendly Camera,Electronics,Accessories,209.04,1,209.04
T004875,2023-12-15,C0624,Emily Moore,Houston,Japan,P0368,Super Camera,Home & Garden,Bedding,286.77,2,573.54
T004876,2023-09-26,C0158,Michael Thompson,Phoenix,Canada,P0459,Wireless Headphones,Books,Fiction,281.09,2,562.18
T004877,2023-02-18,C0120,Robert Taylor,Philadelphia,Australia,P0089,Wireless Tablet,Books,Textbooks,164.25,2,328.5
T004878,2023-09-07,C0989,William Smith,Los Angeles,Canada,P0426,Deluxe Laptop,Home & Garden,Decor,130.9,1,130.9
T004879,2023-08-11,C0958,David Smith,Houston,France,P0175,Wireless Tablet,Sports & Outdoors,Water Sports,906.09,3,2718.27
T004880,2023-09-18,C0946,John Wilson,Philadelphia,Mexico,P0021,Portable Speaker,Books,Non-fiction,606.06,1,606.06
T004881,2023-03-07,C0347,William Moore,Houston,Spain,P0449,Deluxe Monitor,Clothing,Women's,395.29,5,1976.45
T004882,2023-05-17,C0382,David Thompson,San Jose,UK,P0293,Portable Camera,Home & Garden,Garden,952.51,5,4762.55
T004883,2023-04-28,C0989,Jane Thompson,Phoenix,Australia,P0108,Smart Headphones,Clothing,Children's,986.27,5,4931.35
T004884,2023-06-21,C0466,Robert Taylor,San Diego,Germany,P0004,Ergonomic Smartphone,Books,Non-fiction,688.34,2,1376.68
T004885,2023-05-08,C0461,Sarah Thompson,New York,USA,P0266,Premium Keyboard,Electronics,Smartphones,353.33,5,1766.65
T004886,2023-07-14,C0925,David Miller,New York,Germany,P0126,Basic Smartwatch,Clothing,Shoes,740.82,1,740.82
T004887,2023-09-22,C0556,John Miller,New York,USA,P0245,Eco-friendly Camera,Books,Magazines,661.79,4,2647.16
T004888,2023-03-15,C0802,Mary Brown,Philadelphia,Brazil,P0168,Super Tablet,Sports & Outdoors,Cycling,156.18,2,312.36
T004889,2023-02-15,C0522,Michael Davis,Dallas,Spain,P0051,Premium Mouse,Electronics,Smartphones,315.57,3,946.71
T004890,2023-08-05,C0960,Michael Wilson,San Antonio,USA,P0131,Basic Smartphone,Home & Garden,Kitchenware,62.26,5,311.3
T004891,2023-12-15,C0404,Jane Thompson,Chicago,Brazil,P0491,Super Laptop,Sports & Outdoors,Fitness,567.43,5,2837.15
T004892,2023-07-13,C0786,Emily Smith,San Antonio,Mexico,P0299,Portable Headphones,Clothing,Women's,265.4,1,265.4
T004893,2023-10-07,C0276,Robert Wilson,San Diego,Japan,P0221,Super Camera,Sports & Outdoors,Fitness,393.57,2,787.14
T004894,2023-07-26,C0175,Emily Smith,Houston,Australia,P0337,Smart Smartwatch,Books,Fiction,894.51,3,2683.53
T004895,2023-06-24,C0693,Michael Johnson,Chicago,Canada,P0219,Super Monitor,Clothing,Shoes,152.11,1,152.11
T004896,2023-02-12,C0795,William Smith,Los Angeles,Canada,P0451,Smart Headphones,Books,Children's Books,267.25,4,1069.0
T004897,2023-11-04,C0262,David Johnson,San Diego,Canada,P0114,Eco-friendly Tablet,Clothing,Shoes,796.72,2,1593.44
T004898,2023-09-30,C0890,Sarah Smith,New York,UK,P0109,Portable Smartphone,Books,Magazines,370.21,2,740.42
T004899,2023-11-10,C0369,Lisa Johnson,Phoenix,Brazil,P0219,Wireless Monitor,Books,Fiction,166.39,5,831.95
T004900,2023-05-27,C0691,John Thompson,Los Angeles,UK,P0219,Basic Camera,Clothing,Women's,783.71,3,2351.13
T004901,2023-09-04,C0198,John Johnson,Dallas,Canada,P0342,Smart Laptop,Home & Garden,Garden,876.25,4,3505.0
T004902,2023-01-02,C0386,Michael Taylor,San Diego,France,P0046,Wireless Smartwatch,Books,Textbooks,502.69,4,2010.76
T004903,2023-07-03,C0691,David Brown,Los Angeles,USA,P0021,Super Headphones,Sports & Outdoors,Cycling,746.43,5,3732.15
T004904,2023-03-01,C0720,Lisa Wilson,San Antonio,Mexico,P0034,Eco-friendly Smartphone,Home & Garden,Garden,616.51,4,2466.04
T004905,2023-11-07,C0304,Mary Smith,San Antonio,Canada,P0022,Wireless Mouse,Electronics,Computers,858.55,4,3434.2
T004906,2023-05-24,C0025,Robert Brown,San Jose,Mexico,P0152,Basic Smartphone,Books,Non-fiction,967.38,4,3869.52
T004907,2023-05-15,C0965,William Anderson,Houston,Germany,P0466,Ergonomic Camera,Clothing,Children's,867.14,2,1734.28
T004908,2023-01-31,C0728,Michael Johnson,Houston,Mexico,P0073,Smart Speaker,Clothing,Men's,534.04,4,2136.16
T004909,2023-01-12,C0795,Emily Miller,Phoenix,Brazil,P0117,Basic Tablet,Books,Textbooks,926.59,2,1853.18
T004910,2023-04-03,C0321,Emily Miller,New York,Canada,P0489,Ergonomic Tablet,Books,Non-fiction,584.87,5,2924.35
T004911,2023-09-01,C0944,David Davis,San Jose,Japan,P0415,Smart Tablet,Sports & Outdoors,Camping,78.2,1,78.2
T004912,2023-09-25,C0018,Emily Anderson,Chicago,Spain,P0114,Basic Monitor,Home & Garden,Kitchenware,813.74,5,4068.7
T004913,2023-12-25,C0530,John Anderson,Dallas,France,P0101,Super Camera,Sports & Outdoors,Cycling,601.11,4,2404.44
T004914,2023-03-13,C0529,Lisa Wilson,Chicago,Japan,P0057,Smart Keyboard,Clothing,Shoes,468.61,4,1874.44
T004915,2023-08-11,C0416,Lisa Johnson,Phoenix,Canada,P0315,Basic Smartphone,Home & Garden,Furniture,889.22,1,889.22
T004916,2023-07-12,C0623,Robert Moore,San Jose,Spain,P0371,Ergonomic Monitor,Books,Children's Books,205.06,5,1025.3
T004917,2023-05-30,C0013,William Smith,New York,France,P0268,Super Speaker,Clothing,Women's,685.39,2,1370.78
T004918,2023-11-10,C0421,Jane Moore,Houston,Australia,P0355,Deluxe Monitor,Home & Garden,Furniture,365.25,4,1461.0
T004919,2023-09-19,C0056,William Smith,San Antonio,UK,P0300,Eco-friendly Monitor,Books,Non-fiction,126.44,4,505.76
T004920,2023-05-16,C0225,Emily Moore,San Diego,USA,P0340,Eco-friendly Smartwatch,Home & Garden,Garden,114.84,2,229.68
T004921,2023-08-27,C0358,Robert Miller,Los Angeles,Canada,P0391,Eco-friendly Monitor,Sports & Outdoors,Water Sports,973.18,1,973.18
T004922,2023-02-12,C0410,William Johnson,Phoenix,France,P0375,Deluxe Laptop,Sports & Outdoors,Team Sports,113.92,2,227.84
T004923,2023-01-20,C0878,John Wilson,Chicago,Spain,P0490,Deluxe Camera,Electronics,Audio,350.33,3,1050.99
T004924,2023-07-29,C0821,William Davis,San Jose,UK,P0468,Basic Speaker,Books,Non-fiction,262.49,4,1049.96
T004925,2023-07-22,C0040,Emily Miller,New York,USA,P0309,Premium Monitor,Books,Textbooks,53.71,1,53.71
T004926,2023-09-20,C0797,Robert Thompson,Chicago,USA,P0144,Smart Camera,Sports & Outdoors,Fitness,396.97,5,1984.85
T004927,2023-02-16,C0782,Lisa Johnson,Philadelphia,Mexico,P0414,Portable Tablet,Sports & Outdoors,Cycling,102.1,1,102.1
T004928,2023-05-26,C0062,David Thompson,Philadelphia,Germany,P0085,Portable Monitor,Sports & Outdoors,Water Sports,200.02,4,800.08
T004929,2023-02-22,C0826,Mary Thompson,San Diego,Japan,P0136,Basic Smartphone,Electronics,Accessories,486.68,1,486.68
T004930,2023-11-21,C0887,William Smith,New York,Mexico,P0282,Eco-friendly Keyboard,Electronics,Computers,97.09,4,388.36
T004931,2023-06-12,C0655,Robert Taylor,Phoenix,Mexico,P0169,Eco-friendly Smartphone,Books,Magazines,921.37,5,4606.85
T004932,2023-07-12,C0373,Jane Davis,San Antonio,Australia,P0008,Wireless Smartwatch,Electronics,Audio,641.23,3,1923.69
T004933,2023-03-04,C0251,Mary Smith,San Antonio,USA,P0292,Smart Mouse,Clothing,Accessories,463.49,4,1853.96
T004934,2023-01-05,C0567,Robert Wilson,Houston,Spain,P0105,Portable Laptop,Clothing,Men's,280.36,2,560.72
T004935,2023-07-13,C0103,Michael Davis,Chicago,USA,P0308,Ergonomic Smartphone,Home & Garden,Kitchenware,847.45,1,847.45
T004936,2023-01-05,C0678,Michael Wilson,Phoenix,Germany,P0430,Ergonomic Laptop,Electronics,Accessories,75.22,3,225.66
T004937,2023-11-18,C0474,David Thompson,San Diego,France,P0142,Ergonomic Laptop,Sports & Outdoors,Camping,695.47,3,2086.41
T004938,2023-12-15,C0184,Jane Thompson,San Jose,Mexico,P0085,Eco-friendly Keyboard,Clothing,Accessories,865.17,4,3460.68
T004939,2023-08-24,C0818,William Anderson,Los Angeles,Canada,P0420,Premium Headphones,Electronics,Smartphones,140.95,1,140.95
T004940,2023-10-18,C0558,Robert Wilson,San Diego,Spain,P0334,Deluxe Camera,Clothing,Accessories,514.33,3,1542.99
T004941,2023-06-11,C0289,Mary Miller,Houston,Spain,P0056,Portable Speaker,Books,Magazines,537.09,1,537.09
T004942,2023-08-30,C0071,William Anderson,Dallas,Mexico,P0263,Wireless Laptop,Home & Garden,Furniture,214.21,3,642.63
T004943,2023-10-30,C0781,Sarah Wilson,New York,Germany,P0467,Basic Laptop,Electronics,Smartphones,710.34,1,710.34
T004944,2023-03-21,C0404,David Miller,New York,USA,P0408,Ultra Speaker,Clothing,Children's,150.1,4,600.4
T004945,2023-11-15,C0245,Lisa Wilson,San Antonio,Japan,P0436,Super Laptop,Sports & Outdoors,Team Sports,52.35,5,261.75
T004946,2023-07-21,C0072,Mary Smith,Phoenix,UK,P0254,Wireless Mouse,Electronics,Accessories,425.15,5,2125.75
T004947,2023-06-07,C0215,Mary Taylor,Phoenix,UK,P0204,Super Speaker,Electronics,Computers,254.67,2,509.34
T004948,2023-01-15,C0159,Mary Wilson,San Antonio,Australia,P0261,Wireless Mouse,Clothing,Men's,600.14,1,600.14
T004949,2023-12-14,C0165,Michael Smith,Dallas,Germany,P0424,Deluxe Smartwatch,Books,Fiction,980.55,1,980.55
T004950,2023-07-18,C0118,John Brown,New York,Mexico,P0190,Basic Speaker,Clothing,Women's,868.76,3,2606.28
T004951,2023-05-28,C0192,Lisa Wilson,Chicago,Canada,P0189,Ultra Mouse,Electronics,Computers,832.23,1,832.23
T004952,2023-06-07,C0443,Emily Smith,San Jose,Mexico,P0163,Premium Smartphone,Clothing,Men's,205.49,2,410.98
T004953,2023-10-04,C0042,Lisa Miller,Chicago,Brazil,P0462,Smart Headphones,Books,Children's Books,135.9,1,135.9
T004954,2023-10-06,C0837,Jane Johnson,Houston,Germany,P0457,Eco-friendly Keyboard,Clothing,Shoes,65.24,4,260.96
T004955,2023-03-28,C0770,William Anderson,Dallas,France,P0044,Basic Laptop,Electronics,Smartphones,100.79,3,302.37
T004956,2023-10-23,C0852,John Johnson,Houston,Germany,P0383,Wireless Monitor,Sports & Outdoors,Fitness,337.28,2,674.56
T004957,2023-09-27,C0195,John Taylor,New York,Mexico,P0190,Ultra Speaker,Home & Garden,Bedding,51.25,4,205.0
T004958,2023-06-18,C0093,Mary Miller,Houston,USA,P0134,Ergonomic Smartphone,Home & Garden,Decor,995.05,4,3980.2
T004959,2023-10-26,C0991,Robert Smith,Houston,Canada,P0087,Eco-friendly Mouse,Electronics,Audio,818.68,4,3274.72
T004960,2023-06-06,C0164,Robert Davis,Philadelphia,Japan,P0058,Smart Smartphone,Electronics,Audio,503.12,5,2515.6
T004961,2023-12-13,C0442,David Taylor,San Jose,Japan,P0215,Ergonomic Keyboard,Sports & Outdoors,Camping,728.93,3,2186.79
T004962,2023-09-06,C0477,Emily Anderson,Houston,Spain,P0119,Premium Keyboard,Clothing,Accessories,353.74,2,707.48
T004963,2023-12-01,C0201,Robert Brown,Chicago,USA,P0309,Premium Mouse,Books,Magazines,450.53,1,450.53
T004964,2023-04-30,C0069,Lisa Brown,San Diego,Germany,P0011,Premium Keyboard,Clothing,Accessories,873.66,2,1747.32
T004965,2023-01-21,C0516,Robert Anderson,Dallas,France,P0440,Smart Monitor,Sports & Outdoors,Fitness,294.6,3,883.8
T004966,2023-09-18,C0500,Emily Smith,San Diego,Brazil,P0095,Basic Camera,Books,Textbooks,710.18,4,2840.72
T004967,2023-04-20,C0812,Robert Taylor,San Diego,UK,P0362,Eco-friendly Tablet,Home & Garden,Garden,155.81,3,467.43
T004968,2023-08-13,C0461,John Miller,San Antonio,France,P0256,Ergonomic Headphones,Home & Garden,Bedding,309.44,3,928.32
T004969,2023-01-31,C0564,Sarah Thompson,Houston,Mexico,P0137,Smart Speaker,Electronics,Smartphones,63.3,5,316.5
T004970,2023-09-30,C0435,Robert Moore,Los Angeles,France,P0002,Basic Camera,Home & Garden,Kitchenware,239.53,5,1197.65
T004971,2023-08-11,C0132,David Thompson,Phoenix,Mexico,P0120,Premium Laptop,Sports & Outdoors,Cycling,901.33,4,3605.32
T004972,2023-04-04,C0041,Lisa Smith,San Diego,Spain,P0449,Ergonomic Monitor,Electronics,Cameras,340.07,5,1700.35
T004973,2023-07-29,C0045,John Miller,Dallas,Germany,P0016,Basic Monitor,Sports & Outdoors,Water Sports,213.04,3,639.12
T004974,2023-10-24,C0241,Sarah Wilson,Chicago,Brazil,P0290,Deluxe Smartwatch,Electronics,Smartphones,953.43,4,3813.72
T004975,2023-10-11,C0668,Robert Taylor,Chicago,Spain,P0145,Wireless Smartphone,Sports & Outdoors,Camping,474.08,2,948.16
T004976,2023-11-10,C0750,Sarah Moore,San Jose,Brazil,P0331,Basic Speaker,Books,Magazines,250.11,5,1250.55
T004977,2023-11-23,C0873,Lisa Moore,San Antonio,France,P0323,Basic Headphones,Clothing,Men's,250.66,5,1253.3
T004978,2023-04-18,C0391,Jane Davis,San Antonio,Mexico,P0421,Portable Speaker,Clothing,Women's,792.69,5,3963.45
T004979,2023-07-18,C0076,Sarah Brown,Los Angeles,UK,P0364,Super Monitor,Electronics,Smartphones,913.86,3,2741.58
T004980,2023-01-28,C0274,Emily Johnson,Phoenix,Germany,P0422,Smart Smartphone,Home & Garden,Decor,519.18,5,2595.9
T004981,2023-04-29,C0214,Mary Smith,Philadelphia,Japan,P0026,Deluxe Keyboard,Home & Garden,Furniture,300.16,1,300.16
T004982,2023-03-06,C0947,Sarah Anderson,New York,Brazil,P0080,Portable Laptop,Electronics,Smartphones,982.46,2,1964.92
T004983,2023-06-30,C0420,Mary Miller,New York,Spain,P0480,Premium Speaker,Books,Children's Books,814.11,3,2442.33
T004984,2023-07-26,C0346,John Miller,San Jose,Brazil,P0247,Portable Camera,Home & Garden,Bedding,209.91,2,419.82
T004985,2023-06-03,C0252,John Thompson,Phoenix,UK,P0143,Wireless Keyboard,Electronics,Audio,40.19,2,80.38
T004986,2023-10-13,C0023,Sarah Johnson,San Antonio,France,P0060,Deluxe Keyboard,Books,Magazines,895.79,5,4478.95
T004987,2023-12-22,C0748,Sarah Davis,San Antonio,Japan,P0226,Wireless Smartwatch,Home & Garden,Furniture,531.33,2,1062.66
T004988,2023-03-17,C0798,Robert Moore,Philadelphia,Germany,P0059,Portable Smartphone,Electronics,Smartphones,713.67,5,3568.35
T004989,2023-11-13,C0159,William Taylor,San Antonio,Brazil,P0373,Eco-friendly Keyboard,Home & Garden,Decor,793.58,4,3174.32
T004990,2023-11-02,C0578,David Moore,Los Angeles,France,P0322,Basic Smartphone,Sports & Outdoors,Water Sports,858.74,3,2576.22
T004991,2023-10-09,C0059,Robert Moore,Phoenix,Canada,P0035,Eco-friendly Headphones,Electronics,Computers,850.99,4,3403.96
T004992,2023-09-13,C0538,Jane Moore,Phoenix,Mexico,P0015,Super Headphones,Sports & Outdoors,Camping,872.14,2,1744.28
T004993,2023-12-03,C0020,Emily Moore,New York,Spain,P0362,Wireless Tablet,Sports & Outdoors,Cycling,41.27,3,123.81
T004994,2023-03-24,C0833,Michael Moore,Houston,Mexico,P0321,Portable Camera,Home & Garden,Bedding,443.73,3,1331.19
T004995,2023-08-24,C0389,Robert Moore,San Jose,Brazil,P0306,Ergonomic Speaker,Books,Non-fiction,15.67,4,62.68
T004996,2023-05-06,C0824,Michael Moore,Dallas,Mexico,P0062,Ergonomic Laptop,Books,Fiction,62.14,2,124.28
T004997,2023-07-18,C0836,Robert Wilson,Los Angeles,USA,P0250,Super Mouse,Electronics,Audio,516.57,4,2066.28
T004998,2023-08-19,C0525,Jane Brown,Chicago,Japan,P0354,Basic Headphones,Electronics,Cameras,54.24,2,108.48
T004999,2023-10-08,C0328,John Brown,Chicago,Brazil,P0153,Super Tablet,Books,Fiction,705.69,1,705.69
T005000,2023-04-10,C0988,Jane Moore,Chicago,Germany,P0448,Portable Monitor,Sports & Outdoors,Fitness,10.62,4,42.48
T005001,2023-03-16,C0633,David Moore,San Diego,Canada,P0198,Ergonomic Monitor,Home & Garden,Kitchenware,419.31,3,1257.93
T005002,2023-09-02,C0822,Lisa Brown,Philadelphia,UK,P0438,Premium Tablet,Home & Garden,Furniture,488.92,1,488.92
T005003,2023-05-28,C0332,Robert Wilson,Philadelphia,Spain,P0152,Portable Mouse,Clothing,Shoes,454.54,3,1363.62
T005004,2023-11-21,C0006,John Johnson,Los Angeles,Japan,P0461,Eco-friendly Smartphone,Electronics,Accessories,532.19,5,2660.95
T005005,2023-07-24,C0020,Sarah Smith,Houston,USA,P0407,Portable Camera,Sports & Outdoors,Camping,504.51,3,1513.53
T005006,2023-06-05,C0840,Robert Brown,San Jose,USA,P0367,Ultra Mouse,Books,Textbooks,649.87,3,1949.61
T005007,2023-05-08,C0761,Lisa Smith,New York,Canada,P0191,Eco-friendly Mouse,Clothing,Shoes,765.29,2,1530.58
T005008,2023-04-10,C0727,Robert Davis,Chicago,Germany,P0097,Deluxe Smartphone,Books,Fiction,110.5,4,442.0
T005009,2023-09-02,C0528,Jane Wilson,Phoenix,Mexico,P0008,Smart Camera,Clothing,Children's,485.3,5,2426.5
T005010,2023-09-10,C0199,Sarah Miller,Los Angeles,Mexico,P0042,Ergonomic Smartphone,Books,Textbooks,810.98,3,2432.94
T005011,2023-02-14,C0746,David Moore,Phoenix,Mexico,P0342,Eco-friendly Laptop,Home & Garden,Furniture,239.15,5,1195.75
T005012,2023-02-26,C0440,Robert Johnson,San Jose,France,P0440,Ultra Headphones,Clothing,Men's,830.06,2,1660.12
T005013,2023-03-22,C0399,Emily Wilson,San Antonio,Spain,P0082,Wireless Mouse,Clothing,Women's,689.65,3,2068.95
T005014,2023-06-29,C0288,Mary Taylor,Phoenix,Japan,P0327,Wireless Smartphone,Electronics,Computers,27.57,4,110.28
